"C4R4MNOR"	"C4R4MSCL"	"C4R4MTSC"	"C4R4MTHT"	"C4R4MSET"	"C5R4MNR3"	"C5R4MSCL"	"C5R4MTSC"	"C5R4MTHT"	"C5R4MSET"	"P5MOMCOB"	"P5DADCOB"	"P4MOMCOB"	"P4DADCOB"	"P5MAGEUS"	"P5DAGEUS"	"P4MAGEUS"	"P4DAGEUS"	"P2CHPLAC"	"C1SCTOT"	"W1RACETH"	"P4HISPBD"	"P4ASIABD"	"P4HISPBD.1"	"P5MOMCOB.1"	"P4MOMCOB.1"	"R2_KAGE"	"GENDER"	"P1HFAMIL"	"P2HFAMIL"	"P1HPARNT"	"P2HPARNT"	"P1NUMSIB"	"P2NUMSIB"	"P2INCOME"	"P1HIG_2"	"S2CHCARE"	"U2REPEAT"	"F2CLASS"	"A2ATTOPN"	"P2ATTENP"	"P2PARGRP"	"T2INFMTS"	"C7SPORTS"	"C7ARTS"	"P2NOENGL"	"P4LIBRAR"	"P2MUSEUM"	"P2CONCRT"	"P3ARTSCI"	"P5ZOO"	"P5SPTEVT"	"S2KPUPRI"	"S2KPUPRI.1"	"BYCW0"	"BYPW0"	"BYCPTW0"	"BYCOMW0"	"P1PRIMPK"	"W3RACETH"	"RACE"
"15647"	9	46.31	43.341	0.093	0.169	6	94.06	49.24	1.247	0.127	42	-1	42	-1	13	-1	13	-1	NA	30	5	-1	8	-1	42	42	72.63	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	3	NA	NA	2	2	1	NA	2	NA	NA	2	1	2	1	1	71.38737	0	0	0	NA	5	5
"15648"	14	60.9	52.175	0.563	0.142	12	101.07	51.656	1.355	0.137	255	255	-9	-1	43	42	-1	-1	NA	9	5	-1	6	-1	255	-9	79.33	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	3	NA	NA	1	1	3	NA	2	NA	NA	NA	2	2	1	1	71.38737	0	0	0	NA	5	5
"15649"	15	80.19	60.104	1	0.15	14	127.02	61.367	1.777	0.139	1	1	1	-1	-1	-1	-1	-1	1	-1	5	-1	2	-1	1	1	69.93	2	1	1	1	1	1	1	1e+05	18	1	NA	2	3	1	1	1	1	4	2	1	2	1	NA	2	1	1	1	78.22737	118.12467	132.5102	81.24917	2	5	5
"15651"	7	37.13	35.934	-0.293	0.165	3	69.02	39.621	0.773	0.136	42	42	42	-1	18	20	20	-1	1	29	5	-1	8	-1	42	42	70.43	1	1	1	1	1	5	5	9000	-8	1	NA	3	4	1	1	-9	NA	NA	2	1	2	1	1	1	1	1	1	71.38737	118.12467	132.5102	81.24917	5	5	5
"15652"	12	63.53	53.458	0.632	0.142	7	91.49	48.352	1.219	0.122	42	42	42	-1	29	27	29	-1	1	-1	5	-1	8	-1	42	42	83.93	1	NA	1	NA	1	NA	2	28000	NA	1	NA	3	4	1	1	-9	2	3	2	2	2	2	1	2	2	1	1	78.22737	0	0	81.24917	NA	5	5
"15653"	13	73.99	57.871	0.864	0.145	16	127.98	61.761	1.798	0.14	255	-1	NA	NA	21	-1	NA	NA	NA	NA	NA	NA	NA	NA	255	NA	73.73	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3	4	NA	NA	-9	NA	NA	NA	NA	NA	NA	NA	1	2	1	1	0	0	0	0	NA	5	5
"15654"	13	62.44	52.939	0.603	0.142	13	110.31	54.92	1.507	0.136	NA	NA	255	-1	NA	NA	22	-1	NA	29	5	-1	6	-1	NA	255	72.87	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3	4	NA	NA	-9	NA	NA	NA	2	NA	NA	NA	NA	NA	1	1	71.38737	0	0	0	NA	NA	5
"15656"	10	53.94	48.363	0.359	0.143	1	68.16	39.219	0.758	0.137	1	234	1	-1	-1	12	-1	-1	1	-1	3	1	8	1	1	1	78.8	1	3	3	4	4	3	3	-8	-1	1	NA	3	4	2	1	-9	NA	NA	2	1	2	2	NA	1	2	1	1	78.22737	104.71008	119.58977	81.24917	5	3	3
"15658"	10	55.39	49.214	0.41	0.142	5	78.57	43.653	0.985	0.129	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.83	1	1	1	1	1	4	3	45000	19	1	NA	2	3	2	1	1	2	3	2	2	2	2	2	2	1	1	1	191.22245	211.58365	216.10837	198.60908	1	1	1
"15659"	10	50.7	46.346	0.261	0.145	7	103.93	52.651	1.416	0.115	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.1	1	1	1	1	1	1	1	50000	13	1	NA	2	3	1	1	1	NA	NA	2	1	2	2	1	1	1	1	1	191.22245	211.58365	216.10837	198.60908	6	1	1
"15661"	15	86.34	62.151	1.098	0.156	15	133.12	63.923	1.96	0.143	-1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	82.83	1	2	4	1	5	0	0	63000	16	1	NA	2	3	2	1	1	NA	NA	2	1	1	1	2	2	2	1	1	191.22245	211.58365	216.10837	198.60908	4	1	1
"15663"	14	55.48	49.262	0.414	0.142	7	89.14	47.533	1.159	0.116	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	78.97	1	2	2	3	3	0	0	75000	13	1	NA	3	4	1	1	-9	2	3	2	2	2	2	1	NA	NA	1	1	191.22245	211.58365	216.10837	198.60908	6	NA	1
"15664"	15	89.66	63.211	1.156	0.16	15	123.81	60.067	1.718	0.138	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.77	1	4	4	4	4	0	0	36000	-1	1	NA	3	4	1	1	-9	1	1	2	1	2	2	2	1	1	1	1	191.22245	211.58365	216.10837	198.60908	6	1	1
"15665"	13	61.39	52.424	0.577	0.141	8	102.63	52.198	1.365	0.115	77	77	77	-1	20	29	20	-1	1	-1	2	-1	-1	-1	77	77	79.13	2	1	1	1	1	4	4	24000	13	1	NA	3	4	2	1	-9	NA	NA	2	2	2	2	2	2	2	1	1	191.22245	248.51603	309.47812	198.60908	0	2	2
"15666"	13	78.36	59.467	0.967	0.148	5	89.82	47.772	1.171	0.127	1	174	1	-1	-1	30	-1	-1	1	-1	1	-1	-1	-1	1	1	78	2	1	1	1	1	1	1	65000	13	1	NA	3	4	2	1	-9	3	1	2	2	2	1	2	1	1	1	1	191.22245	211.58365	216.10837	198.60908	6	1	1
"15667"	14	66.52	54.822	0.722	0.142	6	91.01	48.186	1.2	0.127	-9	-1	NA	NA	-9	-1	NA	NA	1	-1	NA	NA	NA	NA	-9	NA	72.07	1	4	4	4	4	0	0	8880	-1	1	NA	3	4	2	1	-9	1	1	2	NA	2	2	NA	2	2	1	1	191.22245	248.51603	309.47812	198.60908	6	8	8
"15668"	15	75.26	58.347	0.896	0.146	9	105.78	53.3	1.448	0.116	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.07	2	5	5	8	8	1	1	20000	-1	1	NA	3	4	1	1	-9	NA	NA	2	1	2	2	2	2	1	1	1	191.22245	211.58365	216.10837	198.60908	5	1	1
"15669"	16	102.17	67.117	1.369	0.178	16	147.08	70.337	2.226	0.162	1	1	1	-1	-1	-1	-1	-1	1	-1	3	1	-1	1	1	1	80.17	1	1	1	1	1	2	2	43000	18	1	NA	3	4	1	1	-9	3	1	2	1	1	1	2	1	1	1	1	191.22245	223.92122	313.68989	198.60908	6	3	3
"15670"	11	53.88	48.326	0.357	0.143	3	72.48	41.165	0.827	0.133	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	71.87	2	1	1	1	1	4	3	45000	19	1	NA	2	3	2	1	1	1	1	2	2	2	2	2	2	1	1	1	191.22245	211.58365	216.10837	198.60908	1	1	1
"15673"	13	70.44	56.48	0.796	0.143	12	112.11	55.577	1.548	0.136	229	120	229	-1	19	30	19	-1	1	-1	8	-1	4	-1	229	229	75.6	1	NA	1	NA	1	NA	1	80000	NA	1	-2	3	4	2	1	1	2	2	1	1	2	2	NA	2	2	1	1	74.19164	0	0	81.12459	NA	8	8
"15674"	13	66.67	54.889	0.722	0.142	13	107.52	53.918	1.46	0.136	1	50	1	-1	-1	37	-1	-1	1	-1	8	-1	2	-1	1	1	74.67	1	1	1	1	1	1	1	65000	13	1	-2	3	4	2	1	1	2	4	2	1	1	1	NA	1	2	1	1	74.19164	90.99103	103.92119	81.12459	6	8	8
"15675"	16	100.36	66.552	1.339	0.175	16	144.06	68.859	2.12	0.156	50	-1	50	-1	25	-1	25	-1	1	56	5	-1	2	-1	50	50	78.03	2	2	2	1	1	0	0	60000	18	1	-2	3	4	1	1	1	2	4	2	2	2	1	NA	1	2	1	1	74.19164	90.99103	103.92119	81.12459	6	5	5
"15677"	12	48.69	45.017	0.191	0.146	12	109.37	54.582	1.493	0.136	NA	NA	255	-1	NA	NA	22	-1	NA	43	5	-1	2	-1	NA	255	70.37	2	1	NA	1	NA	1	NA	NA	17	1	-2	1	5	NA	NA	3	NA	NA	NA	2	NA	NA	NA	NA	NA	1	1	74.19164	0	0	81.12459	2	NA	5
"15678"	14	81.54	60.564	1.021	0.151	12	120.76	58.861	1.744	0.137	111	111	111	-1	3	27	3	-1	2	-1	5	-1	1	-1	111	111	73.47	2	1	1	1	1	1	1	50000	15	1	-2	1	5	2	1	3	2	2	1	2	1	1	NA	1	1	1	1	74.19164	90.99103	103.92119	81.12459	1	5	5
"15679"	12	52.54	47.514	0.317	0.144	10	101.35	51.753	1.346	0.123	231	147	231	-1	14	14	14	-1	1	43	5	-1	2	-1	231	231	72.13	1	1	1	1	1	1	1	30000	18	1	-2	1	5	2	1	3	NA	NA	2	2	2	2	NA	2	2	1	1	74.19164	90.99103	103.92119	81.12459	6	5	5
"15680"	-1	-1	-1	NA	-1	1	59.98	34.988	0.546	0.149	255	255	NA	NA	30	27	NA	NA	NA	27	NA	NA	NA	NA	255	NA	86.27	1	3	NA	4	NA	3	NA	NA	-1	1	-2	1	4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	2	1	1	62.03424	0	0	81.12459	1	5	5
"15681"	6	35.51	34.49	-0.367	0.206	4	63.99	37.163	0.658	0.142	255	255	255	-1	14	14	14	-1	1	23	5	-1	-1	-1	255	255	74.53	2	NA	1	NA	1	NA	1	82000	NA	1	-2	1	4	1	2	1	NA	NA	2	1	2	2	NA	2	1	1	1	62.03424	0	0	81.12459	NA	5	5
"15684"	16	103.13	67.421	1.384	0.18	13	134.15	64.366	1.949	0.144	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75.47	1	1	1	1	1	1	1	70000	18	1	-2	3	4	1	1	1	1	4	2	1	2	1	NA	1	2	1	1	233.17371	236.39412	334.43017	254.963	6	1	1
"15690"	16	112.08	70.309	1.539	0.198	13	116.58	57.248	1.608	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.13	2	2	2	1	1	0	0	97000	19	1	-2	2	5	1	1	1	3	2	2	1	1	2	NA	2	2	1	1	233.17371	236.39412	334.43017	254.963	6	1	1
"15691"	14	72.87	57.441	0.841	0.145	9	91.58	48.382	1.224	0.115	106	106	106	-1	20	20	20	-1	2	-1	4	4	-1	4	106	106	70.4	2	1	1	1	1	1	1	32000	16	1	-2	2	5	2	2	1	2	4	2	1	2	2	NA	2	2	1	1	233.17371	266.64383	350.47341	254.963	7	4	4
"15692"	11	60.83	52.141	0.563	0.142	9	101.17	51.689	1.329	0.123	NA	NA	1	-1	NA	NA	-1	-1	1	52	1	4	-1	4	NA	1	84.3	1	NA	1	NA	1	NA	2	-7	NA	1	-2	2	5	2	1	1	3	4	2	2	2	1	NA	NA	NA	1	1	233.17371	0	0	254.963	NA	NA	1
"15694"	13	62.88	53.15	0.614	0.142	6	85.46	46.225	1.068	0.127	191	191	191	-1	8	21	8	-1	1	-1	5	-1	3	-1	191	191	74.2	2	1	1	1	1	2	2	75000	18	2	-2	3	4	2	1	1	2	3	2	1	1	1	1	2	1	2	2	66.21309	61.66675	64.28418	67.78553	0	5	5
"15696"	10	47.8	44.401	0.154	0.147	8	87.53	46.963	1.108	0.117	255	255	255	-1	12	25	25	-1	1	38	5	-1	6	-1	255	255	74.3	1	2	2	1	1	0	0	50000	12	2	-2	3	4	2	1	3	2	3	2	1	1	1	1	1	1	2	2	66.21309	69.02065	71.7006	67.78553	0	5	5
"15697"	13	64.34	53.838	0.657	0.142	9	103.82	52.613	1.411	0.115	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.4	2	1	1	1	1	2	2	45000	13	2	-2	3	4	2	1	1	NA	NA	2	1	2	1	2	1	2	2	2	78.82511	73.41279	76.52879	80.69706	6	1	1
"15699"	11	45.74	42.922	0.072	0.149	13	123.65	60.006	1.801	0.138	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.17	1	NA	2	NA	1	NA	0	62000	NA	2	-2	3	4	1	1	1	2	4	2	1	1	1	1	2	2	2	2	78.82511	0	0	80.69706	NA	1	1
"15700"	8	39.91	38.328	-0.164	0.165	10	91.09	48.212	1.21	0.122	1	1	1	-1	-1	-1	-1	-1	1	NA	1	-1	-1	-1	1	1	87.03	1	NA	2	NA	1	NA	0	120000	NA	2	-2	3	4	2	1	1	NA	NA	2	2	2	2	2	2	2	2	2	0	0	0	0	NA	1	1
"15701"	16	105.61	68.207	1.426	0.184	17	161.18	78.844	2.689	0.206	NA	NA	1	-1	NA	NA	-1	-1	1	-1	1	-1	-1	-1	NA	1	77.23	1	1	1	1	1	2	2	1e+05	20	2	-2	3	4	1	1	1	NA	NA	2	1	2	2	1	NA	NA	2	2	78.82511	82.16744	85.35785	80.69706	6	NA	1
"15702"	15	79.29	59.791	0.985	0.149	11	117.71	57.681	1.626	0.125	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75.83	2	1	1	1	1	2	2	90000	18	2	-2	3	4	1	1	1	2	4	2	2	2	2	1	2	2	2	2	78.82511	73.41279	76.52879	80.69706	6	1	1
"15704"	13	60.43	51.938	0.555	0.142	9	98.11	50.636	1.305	0.122	44	14	44	-1	27	19	27	-1	1	-1	1	-1	-1	-1	44	44	76.27	1	1	1	6	6	1	1	1e+05	18	2	-2	3	4	1	1	1	3	4	2	2	1	1	1	1	2	2	2	78.82511	82.16744	85.35785	80.69706	3	1	1
"15705"	15	80.08	60.067	0.998	0.15	17	148.16	70.884	2.245	0.164	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.73	1	1	1	1	1	1	1	115000	18	2	-2	3	4	2	1	1	-9	4	1	2	1	2	1	1	2	2	2	78.82511	82.16744	85.35785	80.69706	6	1	1
"15706"	15	101.66	66.959	1.36	0.177	15	145.53	69.569	2.231	0.159	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	81.33	1	1	1	1	1	1	1	1e+05	18	2	-2	3	4	1	1	1	3	3	2	2	2	2	1	2	1	2	2	78.82511	82.16744	85.35785	80.69706	6	1	1
"15707"	12	56.65	49.924	0.455	0.142	5	87.87	47.085	1.124	0.134	1	190	1	-1	-1	25	-1	-1	1	44	3	4	-1	4	1	1	70.17	2	1	1	1	1	1	1	70000	20	2	-2	3	4	2	1	1	1	4	2	1	2	2	1	2	2	2	2	78.82511	73.41279	76.52879	80.69706	6	3	3
"15708"	14	79.97	60.028	0.995	0.149	15	131.34	63.165	1.87	0.142	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	80.8	2	1	1	1	1	1	1	125000	18	2	-2	3	3	2	1	2	1	4	2	1	1	2	1	2	1	2	2	78.82511	73.41279	76.52879	80.69706	6	1	1
"15709"	16	111.83	70.226	1.535	0.198	15	143.59	68.632	2.139	0.155	1	1	1	-1	-1	-1	-1	-1	1	60	1	-1	-1	-1	1	1	82.5	1	1	1	1	1	2	2	150000	18	2	-2	3	3	1	1	1	NA	NA	2	1	1	2	1	1	1	2	2	78.82511	82.16744	85.35785	80.69706	6	1	1
"15711"	15	85.14	61.762	1.079	0.154	15	128.85	62.122	1.834	0.14	1	191	1	-1	-1	1	-1	-1	1	-1	1	-1	3	-1	1	1	81	1	1	1	1	1	1	1	150000	18	2	-2	3	3	1	1	1	3	3	2	2	2	1	1	2	1	2	2	78.82511	82.16744	85.35785	80.69706	6	1	1
"15713"	16	81.38	60.511	1.02	0.151	14	133.72	64.18	1.986	0.144	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.87	1	1	1	1	1	1	1	1e+05	18	2	-2	3	3	2	1	1	3	4	2	1	1	2	1	2	1	2	2	78.82511	82.16744	85.35785	80.69706	6	1	1
"15714"	14	65.87	54.535	0.703	0.142	12	120.44	58.734	1.744	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	73	1	1	1	1	1	1	1	80000	18	2	-2	3	3	1	1	1	3	1	2	2	2	2	1	1	1	2	2	78.82511	82.16744	85.35785	80.69706	6	1	1
"15715"	9	41.15	39.351	-0.146	0.166	10	105.66	53.257	1.455	0.116	NA	NA	1	-1	NA	NA	-1	-1	NA	-1	1	-1	-1	-1	NA	1	74.2	1	NA	NA	NA	NA	NA	NA	NA	NA	2	-2	3	3	NA	NA	1	NA	NA	NA	2	NA	NA	1	NA	NA	2	2	78.82511	0	0	0	NA	NA	1
"15716"	14	62.12	52.78	0.594	0.141	14	137.82	65.979	2.011	0.148	44	1	44	-1	9	-1	9	-1	1	-1	1	-1	-1	-1	44	44	78.63	1	1	1	1	1	1	1	120000	18	2	-2	3	3	2	1	1	3	3	2	1	2	2	1	1	1	2	2	78.82511	82.16744	85.35785	80.69706	6	1	1
"15717"	14	71.19	56.781	0.81	0.144	14	133.78	64.208	1.957	0.144	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	75	2	1	1	1	1	2	2	60000	16	2	-2	3	3	1	1	1	2	2	2	1	1	2	1	2	1	2	2	78.82511	73.41279	76.52879	80.69706	6	1	1
"15722"	10	41.71	39.809	-0.091	0.155	8	81.8	44.882	1.033	0.12	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.3	2	NA	1	NA	1	NA	3	40000	NA	NA	-2	3	5	2	1	1	1	3	2	1	2	2	2	2	2	2	2	152.56113	0	0	152.56113	NA	1	1
"15725"	16	83.61	61.258	1.055	0.153	16	131.86	63.387	1.912	0.142	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.73	2	3	3	4	4	1	1	57000	-1	NA	-2	3	5	2	1	1	2	1	2	2	2	1	1	2	1	2	2	152.56113	189.00903	199.89442	152.56113	7	1	1
"15726"	15	63.71	53.546	0.639	0.142	12	101.42	51.776	1.343	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	76.4	1	1	1	1	1	1	1	80000	18	NA	-2	3	5	2	1	1	1	2	2	1	2	2	2	2	2	2	2	152.56113	189.00903	199.89442	152.56113	4	1	1
"15729"	14	88.69	62.905	1.137	0.158	13	119.3	58.294	1.666	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.53	2	1	1	1	1	4	4	40000	18	NA	-2	3	5	2	1	1	NA	NA	2	1	2	1	2	2	1	2	2	152.56113	189.00903	199.89442	152.56113	0	1	1
"15730"	13	52.23	47.321	0.306	0.144	3	65.8	38.079	0.707	0.14	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	76.07	1	1	1	1	1	1	1	70000	16	NA	-2	3	5	2	1	1	2	2	2	1	1	1	1	2	1	2	2	152.56113	189.00903	199.89442	152.56113	2	1	1
"15736"	14	66.96	55.015	0.731	0.142	13	116.14	57.08	1.63	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	78.1	1	1	1	1	1	3	3	-7	17	NA	-2	3	5	2	1	1	NA	NA	2	1	2	1	1	1	1	2	2	152.56113	189.00903	199.89442	152.56113	0	1	1
"15737"	11	57.03	50.136	0.467	0.142	8	91.77	48.451	1.225	0.115	1	90	1	-1	-1	45	-1	-1	1	-1	1	-1	-1	-1	1	1	71.57	2	5	5	8	8	0	0	-8	16	NA	-2	3	5	2	1	1	1	2	2	1	2	1	1	1	2	2	2	152.56113	189.00903	199.89442	152.56113	0	1	1
"15739"	16	94.03	64.581	1.234	0.165	15	120.9	58.917	1.739	0.13	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	70.27	2	1	1	1	1	1	1	150000	16	NA	-2	3	5	2	1	1	3	3	1	2	1	2	2	2	1	2	2	152.56113	189.00903	199.89442	152.56113	6	1	1
"15741"	10	49.82	45.773	0.233	0.145	2	65.75	38.056	0.706	0.14	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	81.37	1	1	1	1	1	2	2	30000	15	NA	-2	3	5	2	1	1	NA	NA	2	1	2	2	2	2	1	2	2	152.56113	189.00903	199.89442	152.56113	0	1	1
"15742"	15	92.48	64.098	1.208	0.163	10	111.79	55.46	1.571	0.128	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	79.87	2	1	1	1	1	2	2	75000	16	NA	-2	3	5	2	1	1	NA	NA	2	1	2	2	2	2	1	2	2	152.56113	189.00903	199.89442	152.56113	0	1	1
"15746"	16	98.34	65.924	1.306	0.172	16	138.8	66.419	2.056	0.149	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	76.8	1	2	2	1	1	0	0	-7	17	1	-2	1	4	2	1	1	2	1	2	2	1	2	NA	1	1	1	1	244.38953	247.76484	286.88705	267.22689	7	1	1
"15747"	8	43.36	41.119	-0.021	0.167	4	63.06	36.68	0.627	0.144	158	207	-9	158	35	39	-1	35	1	39	4	1	-1	1	158	-9	76.13	1	1	1	1	1	1	2	35000	8	1	-2	1	4	2	1	1	NA	NA	2	2	2	2	NA	2	2	1	1	244.38953	279.46958	334.39552	267.22689	-9	4	4
"15750"	14	49.53	45.583	0.221	0.146	8	101.27	51.725	1.335	0.115	1	1	NA	NA	-1	-1	NA	NA	1	-1	NA	NA	NA	NA	1	NA	68.53	2	1	1	1	1	1	1	-8	18	1	-2	1	4	2	1	1	2	4	2	NA	1	1	NA	1	1	1	1	244.38953	247.76484	290.21501	267.22689	6	1	1
"15751"	14	81.06	60.401	1.013	0.15	16	140.54	67.21	2.096	0.151	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	76.13	1	1	1	1	1	1	1	110000	18	1	-2	1	5	2	1	1	2	1	2	1	1	1	NA	2	2	1	1	244.38953	247.76484	286.88705	267.22689	7	1	1
"15753"	7	41.35	39.512	-0.106	0.166	10	94.14	49.27	1.249	0.115	158	158	NA	NA	20	17	NA	NA	1	24	NA	NA	NA	NA	158	NA	70.7	2	1	1	1	1	2	2	7000	12	1	-2	1	5	2	1	1	1	3	2	NA	2	1	NA	2	1	1	1	244.38953	279.46958	334.39552	267.22689	0	4	4
"15754"	11	66.16	54.666	0.711	0.142	17	142.52	68.129	2.11	0.154	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	77.2	1	1	1	1	1	1	1	108000	20	1	-2	1	5	2	1	1	3	1	2	2	2	1	NA	2	2	1	1	244.38953	247.76484	286.88705	267.22689	6	1	1
"15755"	12	61.51	52.481	0.579	0.141	15	125.87	60.901	1.775	0.139	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	67.73	1	1	1	1	1	1	1	35000	16	1	-2	1	5	1	1	1	2	4	2	2	1	2	NA	2	2	1	1	244.38953	247.76484	290.21501	267.22689	6	1	1
"15756"	13	60.1	51.771	0.547	0.142	14	117.09	57.444	1.615	0.136	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	68.9	1	1	1	1	1	2	2	78000	18	1	-2	1	5	1	1	1	2	1	2	1	1	1	NA	2	1	1	1	244.38953	247.76484	290.21501	267.22689	6	1	1
"15759"	3	22.23	19.256	-1.186	0.207	3	58.88	34.357	0.518	0.151	158	158	158	-1	28	22	28	-1	1	3	4	1	-1	1	158	158	68.6	1	1	1	1	1	3	3	20000	5	1	-2	2	3	1	1	1	NA	NA	2	2	1	1	NA	1	1	1	1	244.38953	279.46958	334.39552	267.22689	0	4	4
"15761"	9	44.15	41.729	0.011	0.168	3	65.03	37.695	0.687	0.141	158	158	158	-1	25	36	25	-1	1	12	4	1	-1	1	158	158	70.2	2	1	1	1	1	1	1	40000	6	1	-2	2	3	1	1	3	1	1	2	2	2	1	NA	2	1	1	1	244.38953	279.46958	334.39552	267.22689	4	4	4
"15762"	6	35.92	34.865	-0.348	0.207	12	105.85	53.325	1.44	0.137	158	158	158	-1	23	33	23	-1	2	4	4	1	-1	1	158	158	73.77	1	1	1	1	1	2	2	-8	3	1	-2	2	3	2	1	3	1	4	2	1	2	2	NA	2	2	1	1	244.38953	279.46958	334.39552	267.22689	5	4	4
"15767"	10	60.23	51.835	0.549	0.142	5	79.37	43.963	0.999	0.129	NA	NA	NA	NA	NA	NA	NA	NA	1	-1	NA	NA	NA	NA	NA	NA	75.83	2	4	3	4	4	0	1	15000	-1	1	-2	2	2	1	1	1	2	2	2	NA	1	1	NA	NA	NA	1	1	244.38953	247.76484	276.586	267.22689	5	NA	3
"15796"	9	46.41	43.414	0.097	0.169	4	65.74	38.049	0.718	0.14	175	175	175	-1	40	47	40	-1	1	33	3	4	-1	4	175	175	75.23	1	1	1	1	1	2	2	45000	9	2	NA	2	4	1	1	1	1	3	2	1	2	2	2	2	2	1	1	156.12804	220.30339	197.7154	167.848	0	3	3
"15797"	7	31.83	30.999	-0.545	0.169	4	62.93	36.611	0.62	0.144	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	72.23	1	1	1	1	1	1	1	30000	13	2	NA	2	4	2	1	2	NA	NA	2	2	2	2	2	2	2	1	1	156.12804	165.54269	185.52108	167.848	6	1	1
"15798"	11	53.55	48.128	0.347	0.143	4	75.16	42.292	0.899	0.131	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	69.87	2	1	1	1	1	2	2	90000	13	2	NA	2	4	2	1	1	1	1	2	1	2	2	2	1	2	1	1	156.12804	165.54269	185.52108	167.848	2	1	1
"15799"	13	64.75	54.026	0.669	0.142	13	121.49	59.146	1.757	0.137	1	1	1	-1	-1	-1	-1	-1	1	-1	7	-1	-1	-1	1	1	71.3	2	1	1	1	1	1	1	28000	13	2	NA	2	4	2	1	1	NA	NA	2	1	1	2	1	2	2	1	1	156.12804	220.30339	197.7154	167.848	5	7	7
"15800"	13	55.41	49.22	0.411	0.142	8	100.07	51.31	1.332	0.114	158	158	158	-1	19	21	19	-1	1	-1	4	-1	-1	-1	158	158	68.67	2	1	1	1	1	2	2	45000	13	2	NA	2	4	2	1	1	NA	NA	2	2	2	2	2	1	1	1	1	156.12804	220.30339	197.7154	167.848	4	4	4
"15801"	10	52.62	47.562	0.318	0.144	5	79.6	44.05	0.991	0.129	1	1	1	-1	-1	-1	-1	-1	1	-1	3	1	-1	1	1	1	75.17	2	1	1	1	1	3	3	75000	16	2	-2	1	5	2	1	3	2	3	2	1	2	1	NA	2	1	1	1	156.12804	220.30339	197.7154	167.848	6	3	3
"15802"	10	56.34	49.752	0.444	0.142	6	91.17	48.24	1.203	0.135	1	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	76.3	1	2	2	1	1	0	0	37000	12	2	-2	1	5	2	1	1	1	4	2	1	1	1	1	2	2	1	1	156.12804	165.54269	185.52108	167.848	0	1	1
